,id,title,arousal,energyLevel,energyDynamics,musicalEraTag,mood,moodTags,genre,genreTags,subgenre,,subgenreTags,bpmPrediction,bpmRangeAdjusted,keyPrediction
38,9531049,Paul Kalkbrenner - Dockyard.mp3,-0.2226176971,medium,medium,late 1990s / early 2000s,"{'aggressive': 0.05248190090060234, 'calm': 0.3991391360759735, 'chilled': 0.6008822917938232, 'dark': 0.5618355870246887, 'energetic': 0.1765214055776596, 'epic': 0.22264182567596436, 'happy': 0.14954908192157745, 'romantic': 0.36646977066993713, 'sad': 0.5727763175964355, 'scary': 0.20919722318649292, 'sexy': 0.15352371335029602, 'ethereal': 0.6486819386482239, 'uplifting': 0.09638877213001251}","['chilled', 'dark', 'sad', 'ethereal']","{'ambient': 0.05441688959087644, 'blues': 0.02792388903686688, 'classical': 0.024039487188149775, 'electronicDance': 0.4692924040414038, 'folkCountry': 0.009604896962021789, 'funkSoul': 0.20343477207989918, 'jazz': 0.026812771113500708, 'latin': 0.023707109769540175, 'metal': 0.009860782684492213, 'pop': 0.07747810759714671, 'rapHipHop': 0.021081337261767613, 'reggae': 0.05964039368111463, 'rnb': 0.029653483314350956, 'rock': 0.19306348734313533, 'singerSongwriter': 0.01709707340757762}",['electronicDance'],"{'abstractIDMLeftfield': 0.24115427899440484, 'breakbeatDnB': 0.07623925049223804, 'deepHouse': 0.22925970929541759, 'electro': 0.16884062356049462, 'house': 0.3446081727077918, 'minimal': 0.3379199285326259, 'synthPop': 0.03875094697910494, 'techHouse': 0.13023500877898186, 'techno': 0.22052294654505594, 'trance': 0.01375400646689481}",,"['house', 'minimal']","{'value': 114, 'confidence': 0.6331732058057598}",114,"{'value': 'eMajor', 'confidence': 0.4029462441154148}"
39,9531078,Andr̩s - New For U.mp3,0.05014873228,medium,medium,mid / late 1980s,"{'aggressive': 0.03390991687774658, 'calm': 0.2423384040594101, 'chilled': 0.6343702673912048, 'dark': 0.27431753277778625, 'energetic': 0.29248714447021484, 'epic': 0.12831337749958038, 'happy': 0.3424413800239563, 'romantic': 0.30091002583503723, 'sad': 0.37910348176956177, 'scary': 0.06869277358055115, 'sexy': 0.36908408999443054, 'ethereal': 0.5606747269630432, 'uplifting': 0.35539373755455017}","['chilled', 'ethereal']","{'ambient': 0.04660058758136901, 'blues': 0.0076607680159874935, 'classical': 0.009317972062324936, 'electronicDance': 0.8046341325071725, 'folkCountry': 0.005029435904527252, 'funkSoul': 0.11341644569554112, 'jazz': 0.023904754483902998, 'latin': 0.014777412384071133, 'metal': 0.006834667091342536, 'pop': 0.06662909330969508, 'rapHipHop': 0.022449415177106857, 'reggae': 0.01014910905029286, 'rnb': 0.026874594813720745, 'rock': 0.030554925514893097, 'singerSongwriter': 0.005668516694144769}",['electronicDance'],"{'abstractIDMLeftfield': 0.10317176427659497, 'breakbeatDnB': 0.238703567861465, 'deepHouse': 0.5337974770288718, 'electro': 0.22909291271577803, 'house': 0.5234455019235611, 'minimal': 0.022775543030563807, 'synthPop': 0.09910983022040966, 'techHouse': 0.08120144808893665, 'techno': 0.043720442760866465, 'trance': 0.036576860230987926}",,"['deepHouse', 'house']","{'value': 129, 'confidence': 0.8419227151309743}",129,"{'value': 'dMinor', 'confidence': 0.650832051816194}"
40,9531079,Baeside - Til We Meet Again.mp3,0.2830835404,variable,high,late 2000s / contemporary,"{'aggressive': 0.0299760103225708, 'calm': 0.16943936049938202, 'chilled': 0.5423315763473511, 'dark': 0.09762034565210342, 'energetic': 0.4625867009162903, 'epic': 0.09999170899391174, 'happy': 0.5063992738723755, 'romantic': 0.25402408838272095, 'sad': 0.23070120811462402, 'scary': 0.021990209817886353, 'sexy': 0.4784868359565735, 'ethereal': 0.46007663011550903, 'uplifting': 0.5920873284339905}","['chilled', 'happy', 'uplifting']","{'ambient': 0.1185788694769144, 'blues': 0.006720215501263738, 'classical': 0.01267043906264007, 'electronicDance': 0.852462200820446, 'folkCountry': 0.0059045962756499645, 'funkSoul': 0.020589706674218177, 'jazz': 0.013164800452068448, 'latin': 0.01143766469322145, 'metal': 0.008433758374303579, 'pop': 0.04067455939948559, 'rapHipHop': 0.01647510305047035, 'reggae': 0.010030394326895476, 'rnb': 0.013563499227166176, 'rock': 0.03508667452260852, 'singerSongwriter': 0.00651857724878937}",['electronicDance'],"{'abstractIDMLeftfield': 0.05656894306072368, 'breakbeatDnB': 0.09390622477556737, 'deepHouse': 0.6162520987245271, 'electro': 0.11248896033766698, 'house': 0.733300471643232, 'minimal': 0.0494016783294391, 'synthPop': 0.02052922599140625, 'techHouse': 0.2553875958019832, 'techno': 0.1757896461190199, 'trance': 0.05473929787338008}",,"['deepHouse', 'house']","{'value': 124, 'confidence': 0.8251488779105393}",124,"{'value': 'dMinor', 'confidence': 0.45964304260585614}"
41,9531080,Baltra - Dreaming of a Disco.mp3,0.503605375,high,medium,early / mid 2000s,"{'aggressive': 0.086245596408844, 'calm': 0.08469954878091812, 'chilled': 0.38071078062057495, 'dark': 0.1324995458126068, 'energetic': 0.6268879175186157, 'epic': 0.08553999662399292, 'happy': 0.5129532217979431, 'romantic': 0.14715172350406647, 'sad': 0.1719578504562378, 'scary': 0.05048442259430885, 'sexy': 0.5602411031723022, 'ethereal': 0.3639724850654602, 'uplifting': 0.725075364112854}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.09820707531079002, 'blues': 0.006745714835984551, 'classical': 0.012197600394163443, 'electronicDance': 0.8553668752960537, 'folkCountry': 0.005966909735908975, 'funkSoul': 0.02185287261786668, 'jazz': 0.012564869638046493, 'latin': 0.012821711316380812, 'metal': 0.007825868588912746, 'pop': 0.04557233724905097, 'rapHipHop': 0.017359239373194134, 'reggae': 0.009634042685122593, 'rnb': 0.014207612561142963, 'rock': 0.032920819990660835, 'singerSongwriter': 0.00630969566333553}",['electronicDance'],"{'abstractIDMLeftfield': 0.0370325674264707, 'breakbeatDnB': 0.07536133167288098, 'deepHouse': 0.37586284920451096, 'electro': 0.23358513424020322, 'house': 0.6673278225982775, 'minimal': 0.07620423678003374, 'synthPop': 0.034976307950631454, 'techHouse': 0.29025976307934426, 'techno': 0.10819520793671979, 'trance': 0.11017413907989737}",,['house'],"{'value': 128, 'confidence': 0.9276689118030025}",128,"{'value': 'dMinor', 'confidence': 0.5182954124782396}"
42,9531081,BASILE DE SURESNES - LA ROSE [SENGILEY RECORDINGS].mp3,-0.006683712006,variable,high,early / mid 2000s,"{'aggressive': 0.008530871942639351, 'calm': 0.2592029571533203, 'chilled': 0.7097932696342468, 'dark': 0.03519086539745331, 'energetic': 0.25251924991607666, 'epic': 0.06104111671447754, 'happy': 0.6709604859352112, 'romantic': 0.4291316866874695, 'sad': 0.20985883474349976, 'scary': 0.006353101693093777, 'sexy': 0.3537302315235138, 'ethereal': 0.343977689743042, 'uplifting': 0.38968685269355774}","['chilled', 'happy']","{'ambient': 0.04591700177639723, 'blues': 0.012267011255025863, 'classical': 0.01028633615002036, 'electronicDance': 0.6561718516051769, 'folkCountry': 0.005082691935822368, 'funkSoul': 0.18088631391525267, 'jazz': 0.19560265250504016, 'latin': 0.02134974665939808, 'metal': 0.006172705236822367, 'pop': 0.09056291237473488, 'rapHipHop': 0.021346749402582646, 'reggae': 0.009027780890464783, 'rnb': 0.0336163967102766, 'rock': 0.029298410341143607, 'singerSongwriter': 0.00605118976905942}",['electronicDance'],"{'abstractIDMLeftfield': 0.2497749702262699, 'breakbeatDnB': 0.0736708108657845, 'deepHouse': 0.5360672198852202, 'electro': 0.18045519662082643, 'house': 0.6196598039757937, 'minimal': 0.2300583637858692, 'synthPop': 0.049939938610825775, 'techHouse': 0.20558583070489025, 'techno': 0.1830121713053239, 'trance': 0.006209424499919484}",,"['deepHouse', 'house']","{'value': 124, 'confidence': 0.6668664072074142}",124,"{'value': 'dMinor', 'confidence': 0.8195154770560886}"
43,9531082,UNDEUX - Hurry.mp3,0.6311700529,high,medium,mid / late 2000s,"{'aggressive': 0.3894331455230713, 'calm': 0.0332682766020298, 'chilled': 0.1582121104001999, 'dark': 0.40523073077201843, 'energetic': 0.6648781895637512, 'epic': 0.11411234736442566, 'happy': 0.16735464334487915, 'romantic': 0.05548365041613579, 'sad': 0.19033829867839813, 'scary': 0.21790345013141632, 'sexy': 0.24069547653198242, 'ethereal': 0.2817235589027405, 'uplifting': 0.4649261236190796}",['energetic'],"{'ambient': 0.045651397202163935, 'blues': 0.008085077124026915, 'classical': 0.009093077329453081, 'electronicDance': 0.876058521370093, 'folkCountry': 0.005047914824293305, 'funkSoul': 0.024796354429175455, 'jazz': 0.011041100253351033, 'latin': 0.012136985353815058, 'metal': 0.007753209812411417, 'pop': 0.049916153928885855, 'rapHipHop': 0.02688484297444423, 'reggae': 0.009327829078150293, 'rnb': 0.01906996484224995, 'rock': 0.0298983712370197, 'singerSongwriter': 0.005432611583576848}",['electronicDance'],"{'abstractIDMLeftfield': 0.02022133433567961, 'breakbeatDnB': 0.02679847613974069, 'deepHouse': 0.5087747777391586, 'electro': 0.06329841657932248, 'house': 0.824708727578963, 'minimal': 0.11371098101634773, 'synthPop': 0.016872983914987753, 'techHouse': 0.5000893551736109, 'techno': 0.17633299986200948, 'trance': 0.004026150800787183}",,"['deepHouse', 'house', 'techHouse']","{'value': 125, 'confidence': 0.9846281762216605}",125,"{'value': 'bbMinor', 'confidence': 0.9200182375700577}"
44,9531055,Ricky Razu - Freefloat.mp3,0.06435599923,medium,medium,mid / late 1990s,"{'aggressive': 0.0176346767693758, 'calm': 0.234577015042305, 'chilled': 0.6348472833633423, 'dark': 0.06124455854296684, 'energetic': 0.2989330291748047, 'epic': 0.18654689192771912, 'happy': 0.6484779119491577, 'romantic': 0.457657128572464, 'sad': 0.2699292004108429, 'scary': 0.01587733067572117, 'sexy': 0.22901518642902374, 'ethereal': 0.36748969554901123, 'uplifting': 0.36919352412223816}","['chilled', 'happy']","{'ambient': 0.17680813330743048, 'blues': 0.005852161647958888, 'classical': 0.06083748134335986, 'electronicDance': 0.739043815544358, 'folkCountry': 0.008556886024221225, 'funkSoul': 0.02265936284567471, 'jazz': 0.020466291483629634, 'latin': 0.01679838526373108, 'metal': 0.0086770159088903, 'pop': 0.0695946044805977, 'rapHipHop': 0.014731363997001338, 'reggae': 0.008821849349058337, 'rnb': 0.013192978618597542, 'rock': 0.0389538966809158, 'singerSongwriter': 0.008861111235563402}",['electronicDance'],"{'abstractIDMLeftfield': 0.05257682886606615, 'breakbeatDnB': 0.05316222952013569, 'deepHouse': 0.6158178669932698, 'electro': 0.08969646142463067, 'house': 0.7253221411790166, 'minimal': 0.043910741060972217, 'synthPop': 0.07850223228119181, 'techHouse': 0.322188669892161, 'techno': 0.09780557268365686, 'trance': 0.031019615431016844}",,"['deepHouse', 'house']","{'value': 124, 'confidence': 0.6831501680261949}",124,"{'value': 'eMinor', 'confidence': 0.5774531571761422}"
45,9531074,5268130_It_s_Just__House_of_Dupree__Original_Mix.mp3,0.3960312667,variable,high,late 2000s / contemporary,"{'aggressive': 0.08673113584518433, 'calm': 0.1148759052157402, 'chilled': 0.3968212902545929, 'dark': 0.214353546500206, 'energetic': 0.5368409156799316, 'epic': 0.11580327153205872, 'happy': 0.367707222700119, 'romantic': 0.16087685525417328, 'sad': 0.23773498833179474, 'scary': 0.0982622504234314, 'sexy': 0.4984254837036133, 'ethereal': 0.42697980999946594, 'uplifting': 0.5861966609954834}","['energetic', 'uplifting']","{'ambient': 0.04617029442177976, 'blues': 0.017301358488004875, 'classical': 0.07090413346475757, 'electronicDance': 0.6270340407431564, 'folkCountry': 0.006167960243628305, 'funkSoul': 0.05794954083531218, 'jazz': 0.01444159826154218, 'latin': 0.01260710510370486, 'metal': 0.014600864036337417, 'pop': 0.03859453127883813, 'rapHipHop': 0.08240898372605443, 'reggae': 0.022778095595319483, 'rnb': 0.028088805293116498, 'rock': 0.0652542138362632, 'singerSongwriter': 0.006675510961726746}",['electronicDance'],"{'abstractIDMLeftfield': 0.17641439162537284, 'breakbeatDnB': 0.07571871449699862, 'deepHouse': 0.638013377876674, 'electro': 0.08012532267248494, 'house': 0.6916037771808005, 'minimal': 0.09201334140680988, 'synthPop': 0.030555843385324504, 'techHouse': 0.16245549697637687, 'techno': 0.11118052879498265, 'trance': 0.005107072670994214}",,"['deepHouse', 'house']","{'value': 121, 'confidence': 0.5526376163258272}",121,"{'value': 'bbMinor', 'confidence': 0.5357779419940452}"
46,9531250,4328884_Open_Eye_Signal_Original_Mix.mp3,0.5533393055,variable,high,contemporary,"{'aggressive': 0.3403274714946747, 'calm': 0.10427110642194748, 'chilled': 0.19326695799827576, 'dark': 0.39412036538124084, 'energetic': 0.6576104760169983, 'epic': 0.3107970356941223, 'happy': 0.14352640509605408, 'romantic': 0.10973582416772842, 'sad': 0.3135019838809967, 'scary': 0.21122170984745026, 'sexy': 0.15122626721858978, 'ethereal': 0.4439345896244049, 'uplifting': 0.4204380214214325}",['energetic'],"{'ambient': 0.09697767806549867, 'blues': 0.006698294325421254, 'classical': 0.013983966006586948, 'electronicDance': 0.8524660691618919, 'folkCountry': 0.005743599527825912, 'funkSoul': 0.020804227733363708, 'jazz': 0.012617905562122663, 'latin': 0.011268731284265717, 'metal': 0.008726058977966506, 'pop': 0.04079529500255982, 'rapHipHop': 0.017820170614868402, 'reggae': 0.009197932636986176, 'rnb': 0.01389489850650231, 'rock': 0.03338222863773505, 'singerSongwriter': 0.006344088073819876}",['electronicDance'],"{'abstractIDMLeftfield': 0.20523465803275123, 'breakbeatDnB': 0.0880173026309468, 'deepHouse': 0.23502131412999752, 'electro': 0.20661704858036664, 'house': 0.4445390828097096, 'minimal': 0.3298379374094881, 'synthPop': 0.02757724900080715, 'techHouse': 0.19864985504402563, 'techno': 0.375739907224973, 'trance': 0.007744332606494144}",,"['house', 'minimal', 'techno']","{'value': 122, 'confidence': 0.6017225676891851}",122,"{'value': 'fMinor', 'confidence': 0.4770459299502165}"
47,9531076,10696320_Can_t_Do_Without_You_Original_Mix.mp3,0.1049800749,variable,high,late 2000s / contemporary,"{'aggressive': 0.13748537003993988, 'calm': 0.20719565451145172, 'chilled': 0.27989262342453003, 'dark': 0.6307358145713806, 'energetic': 0.3121757507324219, 'epic': 0.377773255109787, 'happy': 0.04462898150086403, 'romantic': 0.16910605132579803, 'sad': 0.4851970672607422, 'scary': 0.35736122727394104, 'sexy': 0.07847796380519867, 'ethereal': 0.4790841042995453, 'uplifting': 0.12738606333732605}","['dark', 'sad']","{'ambient': 0.04256358948935356, 'blues': 0.02101805273975645, 'classical': 0.009345501328685455, 'electronicDance': 0.45853231315101894, 'folkCountry': 0.015509187077571238, 'funkSoul': 0.20505852238940342, 'jazz': 0.019271398229258403, 'latin': 0.019887825174789344, 'metal': 0.007316450122743845, 'pop': 0.15088151594890015, 'rapHipHop': 0.07950464383299861, 'reggae': 0.12439721889261689, 'rnb': 0.054106434408043115, 'rock': 0.12266051157244615, 'singerSongwriter': 0.014704814430193178}",['electronicDance'],"{'abstractIDMLeftfield': 0.1897503294340976, 'breakbeatDnB': 0.14500480379860897, 'deepHouse': 0.2315713440418824, 'electro': 0.30217919876049093, 'house': 0.3856317190961404, 'minimal': 0.11292103559456089, 'synthPop': 0.071356492939514, 'techHouse': 0.1706333818615644, 'techno': 0.17488311310963972, 'trance': 0.04558894434919605}",,['house'],"{'value': 128, 'confidence': 0.5903925278607537}",128,"{'value': 'cMajor', 'confidence': 0.4450957671455715}"
48,9531075,9414199_Wichita_Falls_Original_Mix.mp3,-0.5974645769,low,medium,late 2000s / contemporary,"{'aggressive': 0.0074696289375424385, 'calm': 0.6606025695800781, 'chilled': 0.8876960873603821, 'dark': 0.08665374666452408, 'energetic': 0.060870226472616196, 'epic': 0.0704750120639801, 'happy': 0.49877774715423584, 'romantic': 0.7239506244659424, 'sad': 0.4204147458076477, 'scary': 0.015653526410460472, 'sexy': 0.21199525892734528, 'ethereal': 0.5098437666893005, 'uplifting': 0.09715870767831802}","['calm', 'chilled', 'romantic', 'ethereal']","{'ambient': 0.2283547167479992, 'blues': 0.005583159681409597, 'classical': 0.09679968457669019, 'electronicDance': 0.6551288640499116, 'folkCountry': 0.008415577113628387, 'funkSoul': 0.042901671193540096, 'jazz': 0.03830271702259779, 'latin': 0.02179211027920246, 'metal': 0.006612449223175645, 'pop': 0.07146282359957695, 'rapHipHop': 0.017967025656253098, 'reggae': 0.01059944512322545, 'rnb': 0.016006267089396717, 'rock': 0.036896274983882905, 'singerSongwriter': 0.009423955976963043}",['electronicDance'],"{'abstractIDMLeftfield': 0.14349597797895125, 'breakbeatDnB': 0.035993461237224036, 'deepHouse': 0.7081477852003981, 'electro': 0.08723824295078138, 'house': 0.6864650278359421, 'minimal': 0.06250540479519513, 'synthPop': 0.036667898215638664, 'techHouse': 0.051603102089129674, 'techno': 0.0723991618932102, 'trance': 0.004658616014578086}",,"['deepHouse', 'house']","{'value': 118, 'confidence': 0.693808043236826}",118,"{'value': 'bMinor', 'confidence': 0.28082394599914545}"
49,9531068,Traumprinz - Hey Baby (A2).mp3,0.7864310708,high,low,contemporary,"{'aggressive': 0.30134984850883484, 'calm': 0.014856436289846897, 'chilled': 0.1490323841571808, 'dark': 0.14855729043483734, 'energetic': 0.8012874126434326, 'epic': 0.09846147149801254, 'happy': 0.30860546231269836, 'romantic': 0.056743718683719635, 'sad': 0.11178874969482422, 'scary': 0.06970228254795074, 'sexy': 0.43453431129455566, 'ethereal': 0.23564694821834564, 'uplifting': 0.7656864523887634}","['energetic', 'uplifting']","{'ambient': 0.05201092859109243, 'blues': 0.007548283199193301, 'classical': 0.009728698680798212, 'electronicDance': 0.8661260339948866, 'folkCountry': 0.006477310201498093, 'funkSoul': 0.025185279203233896, 'jazz': 0.011150351380584416, 'latin': 0.016776210869903916, 'metal': 0.00706653252106022, 'pop': 0.09130331556554194, 'rapHipHop': 0.028605760523566493, 'reggae': 0.010295423368612925, 'rnb': 0.016737044581936464, 'rock': 0.03389089492460092, 'singerSongwriter': 0.0065384965941861824}",['electronicDance'],"{'abstractIDMLeftfield': 0.07422473017204474, 'breakbeatDnB': 0.049526020269059425, 'deepHouse': 0.47998767976577467, 'electro': 0.17574043725649793, 'house': 0.6464150456281809, 'minimal': 0.111169173935806, 'synthPop': 0.02264137232026502, 'techHouse': 0.27135926344386346, 'techno': 0.41920356629611727, 'trance': 0.014906875511356206}",,['house'],"{'value': 122, 'confidence': 0.9102898092830882}",122,"{'value': 'gMinor', 'confidence': 0.5029968386111052}"
50,9531067,THE REAL ORANGE PEEL PHREEK 008.mp3,0.6210666452,high,low,mid / late 2000s,"{'aggressive': 0.062492139637470245, 'calm': 0.022466635331511497, 'chilled': 0.3442586660385132, 'dark': 0.09458568692207336, 'energetic': 0.6512693762779236, 'epic': 0.06108212471008301, 'happy': 0.5316047072410583, 'romantic': 0.10292945057153702, 'sad': 0.11898469924926758, 'scary': 0.042203016579151154, 'sexy': 0.6066789031028748, 'ethereal': 0.3130589723587036, 'uplifting': 0.7739919424057007}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.04443020261824131, 'blues': 0.010257829772308468, 'classical': 0.008752874215133488, 'electronicDance': 0.8619206666946411, 'folkCountry': 0.005170198925770819, 'funkSoul': 0.06250218339264393, 'jazz': 0.014800660219043494, 'latin': 0.013433292508125305, 'metal': 0.006992360111325979, 'pop': 0.0728852903470397, 'rapHipHop': 0.024203414842486382, 'reggae': 0.009884132258594035, 'rnb': 0.0337759277317673, 'rock': 0.029258785862475635, 'singerSongwriter': 0.005558979627676308}",['electronicDance'],"{'abstractIDMLeftfield': 0.033483949704812124, 'breakbeatDnB': 0.04962035354065637, 'deepHouse': 0.5859701111196325, 'electro': 0.04652140294470323, 'house': 0.8344753423275856, 'minimal': 0.07104316720953928, 'synthPop': 0.021977783450263536, 'techHouse': 0.4509844412454046, 'techno': 0.09653117493368112, 'trance': 0.005297841767829736}",,"['deepHouse', 'house', 'techHouse']","{'value': 124, 'confidence': 0.8768963982077206}",124,"{'value': 'fsMinor', 'confidence': 0.5041547443555748}"
51,9531069,UNKNOWN ARTIST - GIFT OF LOVE [U-LOVER 21].mp3,0.5592072586,high,low,early / mid 1990s,"{'aggressive': 0.06494040787220001, 'calm': 0.045978397130966187, 'chilled': 0.3560192584991455, 'dark': 0.13349740207195282, 'energetic': 0.626695454120636, 'epic': 0.06938929110765457, 'happy': 0.4384858012199402, 'romantic': 0.10278698056936264, 'sad': 0.1505303680896759, 'scary': 0.048935405910015106, 'sexy': 0.613784670829773, 'ethereal': 0.35400810837745667, 'uplifting': 0.741094708442688}","['energetic', 'sexy', 'uplifting']","{'ambient': 0.051874137042384395, 'blues': 0.00677853717321628, 'classical': 0.009621799678394669, 'electronicDance': 0.8832776185713316, 'folkCountry': 0.005060299054572457, 'funkSoul': 0.02766116909486683, 'jazz': 0.012114373623932662, 'latin': 0.011823075553892474, 'metal': 0.007760891788884213, 'pop': 0.04536326386426624, 'rapHipHop': 0.016905468790546843, 'reggae': 0.009096135605910891, 'rnb': 0.015424781209348063, 'rock': 0.029734210993506406, 'singerSongwriter': 0.005573453099809979}",['electronicDance'],"{'abstractIDMLeftfield': 0.02732302553771178, 'breakbeatDnB': 0.043389755871374995, 'deepHouse': 0.7911902235212679, 'electro': 0.030805397149156397, 'house': 0.8697727747945762, 'minimal': 0.07036306968015828, 'synthPop': 0.013780601284637744, 'techHouse': 0.290856886550556, 'techno': 0.10289907125204954, 'trance': 0.005915029165964592}",,"['deepHouse', 'house']","{'value': 124, 'confidence': 0.9537375057444853}",124,"{'value': 'eMinor', 'confidence': 0.6754723009855851}"
52,9531072,03_Paul_Kalkbrenner_-_Azure_Original Mix.mp3,-0.3907225625,low,low,late 2000s / contemporary,"{'aggressive': 0.029843078926205635, 'calm': 0.4890241324901581, 'chilled': 0.7590174674987793, 'dark': 0.4655649662017822, 'energetic': 0.0965547263622284, 'epic': 0.09581247717142105, 'happy': 0.09370128065347672, 'romantic': 0.33696451783180237, 'sad': 0.5355159640312195, 'scary': 0.09887763857841492, 'sexy': 0.2647142708301544, 'ethereal': 0.7046322822570801, 'uplifting': 0.09765951335430145}","['chilled', 'sad', 'ethereal']","{'ambient': 0.09054615380971329, 'blues': 0.006643565088186575, 'classical': 0.0118945745508308, 'electronicDance': 0.8672558768935825, 'folkCountry': 0.005690737101046935, 'funkSoul': 0.01995325493423835, 'jazz': 0.011471408297834189, 'latin': 0.011011668399948141, 'metal': 0.008560417807134598, 'pop': 0.04026219507922297, 'rapHipHop': 0.016637602942469326, 'reggae': 0.009327318600338438, 'rnb': 0.013512748010132624, 'rock': 0.032729075816662415, 'singerSongwriter': 0.006144185084849596}",['electronicDance'],"{'abstractIDMLeftfield': 0.13664587710022194, 'breakbeatDnB': 0.01718099883683102, 'deepHouse': 0.1916232462352157, 'electro': 0.2041150129354391, 'house': 0.4990863832912301, 'minimal': 0.4654343593560281, 'synthPop': 0.07729433916249602, 'techHouse': 0.3614630746630356, 'techno': 0.43584350159116947, 'trance': 0.005302668059961374}",,"['house', 'minimal', 'techno']","{'value': 122, 'confidence': 0.8331140256395527}",122,"{'value': 'gsMinor', 'confidence': 0.6643148712489916}"
53,9531071,Without Ya.mp3,0.6778546902,high,low,late 2000s / contemporary,"{'aggressive': 0.06928403675556183, 'calm': 0.020965268835425377, 'chilled': 0.27807000279426575, 'dark': 0.07362379133701324, 'energetic': 0.7170394659042358, 'epic': 0.09110882878303528, 'happy': 0.5997412800788879, 'romantic': 0.10742530971765518, 'sad': 0.12299559265375137, 'scary': 0.030833041295409203, 'sexy': 0.5022301077842712, 'ethereal': 0.29308539628982544, 'uplifting': 0.7781162261962891}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.047709890827536586, 'blues': 0.006888107652775944, 'classical': 0.009384801099076866, 'electronicDance': 0.8847345173358917, 'folkCountry': 0.0049440518487244844, 'funkSoul': 0.023753586038947106, 'jazz': 0.011484099226072431, 'latin': 0.011710511799901725, 'metal': 0.007641825568862259, 'pop': 0.045985263772308826, 'rapHipHop': 0.017044342774897813, 'reggae': 0.008946455083787441, 'rnb': 0.014991326164454222, 'rock': 0.02941091125831008, 'singerSongwriter': 0.005494839930906892}",['electronicDance'],"{'abstractIDMLeftfield': 0.01684631878465769, 'breakbeatDnB': 0.04082572659965427, 'deepHouse': 0.6567422117505755, 'electro': 0.03467756618878671, 'house': 0.8960585554440816, 'minimal': 0.0795783516285675, 'synthPop': 0.0033343759509513065, 'techHouse': 0.46207437543641955, 'techno': 0.14142843527453286, 'trance': 0.009898596120599125}",,"['deepHouse', 'house', 'techHouse']","{'value': 126, 'confidence': 0.9931836296530331}",126,"{'value': 'cMajor', 'confidence': 0.36974777346071985}"
54,9531066,Swales - Night Cuisine.mp3,0.5858064171,high,low,late 2000s / contemporary,"{'aggressive': 0.04015296697616577, 'calm': 0.04425229877233505, 'chilled': 0.42798951268196106, 'dark': 0.050447579473257065, 'energetic': 0.6500411629676819, 'epic': 0.09111209213733673, 'happy': 0.6032332181930542, 'romantic': 0.15446579456329346, 'sad': 0.1448514461517334, 'scary': 0.017021341249346733, 'sexy': 0.6446632742881775, 'ethereal': 0.4065418243408203, 'uplifting': 0.8051788210868835}","['energetic', 'happy', 'sexy', 'uplifting']","{'ambient': 0.0420672075653618, 'blues': 0.0073377921838652, 'classical': 0.009206420255147597, 'electronicDance': 0.8138567864556204, 'folkCountry': 0.004977493673901667, 'funkSoul': 0.05431885001334277, 'jazz': 0.01670378768308596, 'latin': 0.014009063597768545, 'metal': 0.007396671116690744, 'pop': 0.048504884778098625, 'rapHipHop': 0.049371145834976975, 'reggae': 0.009880300230261955, 'rnb': 0.021152196579020132, 'rock': 0.028191619806668976, 'singerSongwriter': 0.005144587421620434}",['electronicDance'],"{'abstractIDMLeftfield': 0.03493947572311746, 'breakbeatDnB': 0.03706727909912731, 'deepHouse': 0.6091426620586661, 'electro': 0.10498976713994093, 'house': 0.7952946097704402, 'minimal': 0.051722157297231126, 'synthPop': 0.054217546869869945, 'techHouse': 0.3354122622935265, 'techno': 0.08259404143481924, 'trance': 0.009905198918810735}",,"['deepHouse', 'house']","{'value': 124, 'confidence': 0.8566393683938419}",124,"{'value': 'fMinor', 'confidence': 0.5798727118450663}"
